"","iso2c","iso3c","country","date","BX.KLT.DINV.CD","unit","obs_status","footnote","last_updated"
"690","ZW","ZWE","Zimbabwe",2000,NA,NA,NA,NA,2013-02-22
"691","ZW","ZWE","Zimbabwe",2001,NA,NA,NA,NA,2013-02-22
"692","ZW","ZWE","Zimbabwe",2002,NA,NA,NA,NA,2013-02-22
"693","ZW","ZWE","Zimbabwe",2003,NA,NA,NA,NA,2013-02-22
"694","ZW","ZWE","Zimbabwe",2004,NA,NA,NA,NA,2013-02-22
"695","ZW","ZWE","Zimbabwe",2005,NA,NA,NA,NA,2013-02-22
"696","ZW","ZWE","Zimbabwe",2006,NA,NA,NA,NA,2013-02-22
"697","ZW","ZWE","Zimbabwe",2007,NA,NA,NA,NA,2013-02-22
"698","ZW","ZWE","Zimbabwe",2008,NA,NA,NA,NA,2013-02-22
"699","ZW","ZWE","Zimbabwe",2009,NA,NA,NA,NA,2013-02-22
"700","ZW","ZWE","Zimbabwe",2010,NA,NA,NA,NA,2013-02-22
"701","ZW","ZWE","Zimbabwe",2011,NA,NA,NA,NA,2013-02-22
"702","ZW","ZWE","Zimbabwe",2012,NA,NA,NA,NA,2013-02-22
